comment_id,text,like_count,author,published_at
UgzZ92XlUxvFnX26ieV4AaABAg,"부모가 자식을 키우는건 당연하지만 본인이 결혼해서 남과 살때 조금이라도 양보하는건 싫어하고, 수업시간 선생님말 안듣고 딴짓하고 노는건 학생의 자유지만 부적절한 행동을 지적하는건 못참고, 회사에서 부당한 지시가 아니고 당연한 업무요청을 해도 툭하면 고소하고 권익위 노동청에 올리고 회사 업무 본인이 안해서 받는 당연한 인사고과와 불이익은 이해 못하고  결론은 본인이 멋대로하는건 개성, 개인주의, 당연한 권라고 남이 권리를 주장하면 침해,독선,이기주의,소송감이라고 여기는 사람들임 근데 이건 세대보다는 그냥 상식결여되고 사회성 낮지만 자신감만 높고 자존감 낮은 사람들 특징임  그냥 왜사나 모르겠음",0,@우주소녀-s8l,2025-11-22T09:21:30Z
UgyplN7FmgOZbgt_eUF4AaABAg,윗세대가 아랫세대 말만 하면 혼내니까 아랫세대가 주늑들어나 나타난 현상 아닐까 싶네요 😢‐ 엠지세대 왈,0,@20sunnykim,2025-11-21T22:50:00Z
UgxcAAZ0fyMgLAONXAZ4AaABAg,"""뭐라고 대답을 해야할지 고민하는거다 어쩌구 저쩌구...."" 핑계는.....",0,@meulchyarino,2025-11-21T01:55:01Z
UgwNNvhcsSnJCBOmyhh4AaABAg,백신 부작용이 아닌가...... 마..... 그런 생각을 가지고 있습니다........,0,@gyuhurn.z4152,2025-11-16T15:04:51Z
Ugz8Eoqdq5Oew7tQNCV4AaABAg,공감하고 갑니다 버릇없는것들,0,@낭만의시대-n3m,2025-11-16T11:19:27Z
Ugw_afYnUqNfmrO41ZJ4AaABAg,진짜 내가 엄하게 자란 MZ인데 조패고 싶은거 인정합니다..걍 안처맞고 자라서 그런겁니다..앞으로 밑에 애들은 더 심할 거에요..,0,@dkanejsk8788,2025-11-15T18:56:16Z
Ugy2DZIlTwCS9DC-oAp4AaABAg,저건 그냥 예의가 없는 거죠. 이상한 이름 붙여서 정당화 시키지 않았으면 좋겠네요,2,@패스패스-t7b,2025-11-12T04:46:02Z
Ugzj5AkKktdkW2M3gv54AaABAg,진짜 저건 그냥 애자야!(장애비하가아님) 줘패구 십어진다 진심 ㅋㅋ,0,@이상현-g4f4c,2025-11-10T22:10:22Z
UgyT7h4w49GqZSAcubp4AaABAg,이거 맞아요.   수고하세요~ 안녕하세요~ 해도  그냥 대답을 안함.  처음엔 못들었나 싶어 두세번 해봤지만 대답을 안함. 저 서른이고 상대는 20대초중? 이었는데 진짜 충격받음..  그뒤로는 선의로 했던 행동들도 하기싫어져서 그냥 사무적으로만 대하는 중,0,@응이그등노짱,2025-11-09T08:43:13Z
UgyKV4twfqO_Wh3Cn9R4AaABAg,;;; 예상 질문이 아니어서 대답을 못한다고? 바보냐;;,0,@h_jung1125,2025-11-03T03:04:16Z
Ugxye-lTdXCIg676JQV4AaABAg,알아서 파악하라는건 아니 뭐 내가 독심술사야??,0,@vhzptahs1206,2025-11-02T07:39:15Z
UgxAlYKsux_mzfNNqlZ4AaABAg,이해를 못하는거지 ㅋ,0,@매일터진다,2025-11-01T10:21:44Z
UgyUnmHQwU0TE87WviB4AaABAg,태어날때부터 핸드폰 쥐어준 세대… 예상된 결과라고 생각합니다.,0,@박현-j1c,2025-10-31T09:03:56Z
Ugy90QopH0CgjYI3Kx14AaABAg,"체육관에서 코치 하고 있습니다. 수업 할 때 애들한테 설명해주고 ""자 이렇게 하는거야 알겠니?"" 물어보면 대답도 안하고 시선은 사방팔방 돌아다닙니다 ""알겠으면 알겠다, 모르겠으면 모르겠다, 대답을 해줄래?"" 하면 그제서야 고개만 까닥거리구요. 한 번 더 말해야 들리지도 않는 소리로 ""녜.."" 이러고. 그러고 다음에 또 대답 안 해요. 세대 차이가 아니라 그냥 애들이 점점 사회적인 지능이 떨어지는 것 같습니다. 진짜 한숨 밖에 안나와요",0,@2awxxww980,2025-10-26T06:29:54Z
Ugyu3PR0UTk8dveRr7J4AaABAg,길에서 질문하길래 답해줬는데 그대로 휙 가버림.. 적어도 '아' 한마디라도 해달라고..,0,@Unknown_do-ob,2025-10-24T13:14:13Z
Ugy2rnORZH-IoiIRYdp4AaABAg,근데 저는 초딩 아이들을 볼때마다 느끼는데...핸드폰 못보게 해야해요..밥먹을때 특히..대화하는 방법을 아이들이 몰라요..ㅠㅠ z세대보다 더 하게 될까봐 걱정..덴마크인가 어디는 초등학생은 무조건 핸드폰 못보게 한다던데 그게 맞는거 같아요~,0,@ZEUS7-v8h,2025-10-24T04:46:29Z
UgxHmYD8N53bQ_lp3gh4AaABAg,유튜브나 쇼츠땜에 그러지 대부분이 인터넷 중독에 실제 사람 1시간보면 컴퓨터나 스마트폰 화면은 10시간씩 보는 애들임. 전화를 잘 안하고 문자나 카톡을 하면서 생긴 전화공포증이랑 비슷한 현상,0,@kylepond7902,2025-10-24T03:32:31Z
Ugy2h6cdqHb_rSLt8_N4AaABAg,사회화 훈련이 필요함,0,@김창호-p7z,2025-10-22T02:17:20Z
UgyUVL0VoQN1NDwaL8B4AaABAg,금시초문인데,0,@김민규오천원갚아,2025-10-19T04:12:45Z
UgwK0av5b8KVW0Pb3fZ4AaABAg,그냥 성격차이 아닌가 활발하고 말 또박또박하는 10대 20대들은??? 😂,0,@Ulraf206,2025-10-15T21:07:08Z
Ugxo8SMlPwr7vOVbdkd4AaABAg,아..맞아 !!  이젠 대답 기대안함 !! 그냥 걔네들은 물건취급 해주는걸 좋아함 !!!,0,@재디-g7o,2025-10-15T03:32:08Z
UgyNbZMXNHInJyVGhIZ4AaABAg,이걸 이해해주려고 한다? 왜? 같은 젠지도 안그런애들이 있는데 왜? 안그런애들이 대체 왜?이해해줘야함? 이건 그냥 똑같이 거울치료로 돌려주는수밖에 없음,0,@_RINI,2025-10-14T11:55:41Z
UgxsnuO--vWHh1rVy9d4AaABAg,"그건 그 사람의 성격 같은데... 바로 대답하는 사람이 있는 반면, 반박자 늦는 사람들이 있거든요. 그 상황을 이해 못하고, 성격상 대답도 잘 못 하는 사람들이 있어요.",0,@연복돌복순깐돌깐순,2025-10-13T17:53:25Z
UgwL0cad7S-LU4qxa9x4AaABAg,대답안하는건 여러번 봄,1,@mujeoklgtwins,2025-10-13T14:39:53Z
UgyfpsN72l2PYACNnup4AaABAg,와..일본만 그런줄 알았더니 세계적 문제인가.,1,@moonlight3373,2025-10-12T02:34:47Z
Ugx8pSwsVdQi6h4OhjJ4AaABAg,이기현학생 발육상태보소 이기❤️,0,@Madam_Gwiri,2025-10-11T12:41:25Z
Ugz7IYTYFMQ4AzjkxL54AaABAg,저는 30살인데 고딩때부터 저상태였습니다 세상이 왜 저를 따라하죠.. ㄷ 세상이 점점 나빠지네요 저는 친구도 없고 식당가도 죄다 키오스크고 말할곳도없고 그러다 보니 사람이 말하면 살짝 겁먹으면서 그런경향있는데 병인가 싶었거든요? 근데 저기 뉴스에서 교수가 자기검열이 문제일거다 라는데 정말요... 자기검열+대면소통부족이게 원인맞음 예의가 없는게 아니고 그냥 힘들어요,0,@song-t7u-o8t,2025-10-11T02:27:05Z
UgxxoShqK0dz6TVBBUh4AaABAg,와 커피를 주문하려 왔는데 말을 거니까 당황 스럽다는게 진짜 충격이다… 키오스크에 익숙해져서 사람이랑 대화하는게 어색해진거겠지… 벌써부터 어린애들 인식이 이러면 진짜 커뮤니케이션 직종 싹다 인공지능으로 교체되는거 시간 문제겠네…,0,@Magagema,2025-10-09T10:24:40Z
UgwtOkVhbbS1aq07jgJ4AaABAg,진짜 신기함.. 왜 전세계가 저럼???,1,@duddjtlfj8799,2025-10-04T12:44:04Z
UgwRZX4Bhbfu9KCnccJ4AaABAg,요즘은 식당가서도 기계로 주문하고 몇몇나라는 아예 앱에서 주문하고 식당가면 픽업만함 사실 말하는거 에너지 낭비임.. 뉴럴링크에서 하는게 말안하고 의사소통도 하게 하는거 아님?,0,@오로라-g4o6g,2025-10-04T11:16:53Z
UgxvH9CFji_eiefXs4d4AaABAg,근데 이건 시대의 문제 같기도 하다 우린 맞으면서 자라서 그런데 더 인권이 중시되는 세대에게 일부 그런 일이 있을 수 있겠지 내 주위의 동료들은 근데 인사 잘함,0,@Wyetegegg,2025-10-04T03:40:19Z
UgzO4dr-uR--cVXwLRd4AaABAg,4가지 없는 걸로,1,@제르난디안,2025-10-03T15:56:38Z
UgwMfGyIVyM-oZn9Zel4AaABAg,음식점이나 카페 등 주문을 받는 곳은 많이 봤을듯. mz뿐만 아니라 나이많은 사람도 많음,0,@907도하중대,2025-10-03T02:56:06Z
UgwMBYSruMua8cQnYIF4AaABAg,이건 Z세대의 문제가 아니라 개인의 특성이나 교육환경의 문제인듯 10년전 20년전 30년전에도 똑같은 상황은 반복 되었으며 심지어 현재 Z세대가 아닌 나이대에도 이러는 사람들 간혹 있음 이런현상을 오직 Z세대에서만 나타나고 있는 새로운 현상이라 보기 어려움 결국 요지는 인간이 가져야할 소통능력이 모자란 상태임,0,@날아라기태,2025-10-02T02:38:51Z
UgzUbpvWySFBtoCQDBx4AaABAg,다는 아니고 일부 있어요.,0,@doris1029,2025-10-02T01:07:12Z
UgzsOojLvb60KpRngTN4AaABAg,"사는게 빡세고, 또 빡세게 시키니까 단체로 무기력증이 온거지. 미래는 비관적이고, 사회는 망해가는 것 같고, 내 삶이 없는것 같이 공부하고 일하니까. 내가 이렇게 힘든데 굳이 남한테 에너지 써야 할 이유를 찾지 못하는거. 항산이 없으면 바른 마음을 갖지 못한다. 맹자가 한 말임. 거기에 효율, 합리, 가성비를 추구하는것도 문제가 되는거지. 사실 효율으로 산다는건 되게 힘든일인데 말이야. 합리적이지 않게 살아도 잃는게 크지 않은데, 오히려 얻을 수도 있는데, 잃어버리는 것 자체에 대한 두려움이 큰 것 같음.",0,@AhAjAh919,2025-10-01T22:40:59Z
UgxrmozTJF8czgzIOb54AaABAg,카페에서 주문하는데 말을거니깐 당황했다는건 뭔말이냐. 주문하는데 말을하지 그럼 어째? ㅋㅋㅋㅋㅋ 미치겠네...,0,@PiO-b3p,2025-10-01T14:59:42Z
UgxdkW9mu63xhksspmV4AaABAg,"전 직장 여자분 수학 잘했는데, 대답 거의 안하고 빤히 보는 스타일 이었음. 근데  회식때 눈치 빠르고 말하는 게 두뇌 회전이 빠르다는 것을 인식하게 됨. 수학으로 뇌 회전이 좋은 사람들은 상황도 수학적으로 계산함.",0,@taejeonghan7219,2025-10-01T08:52:06Z
UgwPWM14mCw_vFIFy3N4AaABAg,저 이거 당했어요 우리나라에서 진짜 저러더라구여 😮,0,@Kuilipark1010,2025-10-01T06:12:06Z
UgzYSQ6kwcw7AFvFS4F4AaABAg,"음, 네, 아, 뭐 이런 간단한 의성어 조차 나오지 않는다는 건가? 하다못해 듣고있다, 생각중이다, 라는 표현 조차 어렵나 이해가 안되네 ㅋㅋ 곤충도 그것보단 의사표현이 뚜렷할듯",1,@pado-f1f,2025-09-30T16:04:33Z
UgwPFDlfB2e6cLdBrvF4AaABAg,우리때는  1초이상 눈 마주치면 시비라고 인식하고 싸웠음ㅋㅋㅋㅋ,4,@지노스-z3g,2025-09-30T10:16:29Z
UgyQrX_Co2_cBzSD8qp4AaABAg,저건 그냥 무례한거 아님?? 중학생인 나도 저러지는 않음;;;;,1,@Ryokororu,2025-09-29T10:38:31Z
UgwzgHTCScTQURmNFB54AaABAg,고1인데 이거 진짜 문제인듯 주변애들 보면 다 이러고 선생님부터 종업원까지 다 저렇게 대함 다른 사람 npc취급 ㅈㄴ함,2,@Minji_is_country,2025-09-29T08:08:42Z
UgzUj17mO9uKpmwuOxF4AaABAg,진짜 이런거 많다고?? 뻥치지마,0,@밤밭-2,2025-09-29T07:58:20Z
UgwJkjWN5I_OYokarDR4AaABAg,요즘애들 심각하네요 😂😅,1,@euroboy91,2025-09-28T18:22:55Z
UgybBZugDGMBkblHSUp4AaABAg,언론이 갈라치기를 줄서서하네,0,@동동이-u4s,2025-09-28T07:35:49Z
UgweSvq2pVJjBXBhIg94AaABAg,40대다 나도저런데  나도 젠지임?,0,@bk_0404,2025-09-26T16:46:35Z
UgyNc90XuqwxQTFB8rZ4AaABAg,2:36 귀가 안들리나?,1,@yooyoo-q4q,2025-09-26T12:44:20Z
UgxxiQIn7Y3BmD02kfF4AaABAg,성급한일반화,0,@TylerKim-vd1pu,2025-09-26T07:55:29Z
UgxEGSYwVM0Es3VwnP94AaABAg,이전 회사에서의 제 모습과 똑같네요. 업무를 알려주시다가도 업무 외의 재미없는 농담에 어떻게 반응해야 좋을지 몰라서 빤히 쳐다만 보고 있었는데... 제 스스로도 사회 생활이 부족하다고 생각하지만 입 발린 말은 죽어도 안 나오고 뭐라고 반응하든 타인이 보았을 때 웃음거리가 될 수 있겠다는 생각을 떨칠 수 없는 것 같아요. 좁은 인간관계 속에서 자란 탓이 크겠지만 자주 겪었던 채팅이나 통화로 대화하는 건 어렵지 않아도 대면했을 때 훨씬 소극적으로 행동하게 되는 것 같습니다. 물론 반복적이거나 예상했던 말이 온다면 즉각적으로 대답은 가능합니다만 예상하지 못했던 말은 조금 생각할 시간이 필요한 듯 해요.,0,@b3731,2025-09-26T02:31:53Z
UgyFI2w1CBExbJg2ip14AaABAg,뭔가.. 약간... 뭔가.... 발음 굴리고.. 뭔가... 약간....그게.... 뭔가.... 발음 굴리고... 뭔가... 약간.... 들리는 말만 저것만 들림.,0,@sokusan_official,2025-09-25T21:50:43Z
Ugzy8ZkQXifbrdLMn1Z4AaABAg,확실히 정보통신 발달로 인한 세대 차이는 분명하게 있다고 생각해요 30대중반 이후들은 아날로그와 현세대의 문화 모두 다 경험한 세대 라서 그러한 이질감도 없고한데 그 이후 세대들은 정말 sns등등 완전히 다른 세대 이기 때문에..물론 그외에 환경적 요소나 개인적 성향 등을 말씀하시는 의견들도 공감 합니다.,0,@로데-d5f,2025-09-25T21:08:36Z
Ugzgj5vU_AMrPA88vBN4AaABAg,"잠실 롯데월드몰에서 타코 먹으려고 메뉴 보다가 세트메뉴 구성이 어떻게 되냐고 물었는데 저따구로 눈 뜨고 메뉴판에 써있어요 라고 해서 사자후 지를뻔.. 크게 써놓던가 뵈지도 않게 적어둔 걸 어케 보라고ㅡㅡ 옆에 있던 40대 직원이 와서 민망한듯 웃으면서 설명해주고 가서 넘겼는데 그 이후로 결제, 영수증까지 기어들어가는 목소리로 웅얼거려서 네? 네??????? 계속 반복..",2,@Lkjhg-g5m,2025-09-25T04:49:36Z
UgzN2Aqf6YmDTMwlC3B4AaABAg,"말 걸기도 무서워. 손님이 더 친절해. 손님이 인사하는데, 자긴 인사도 안 해",0,@asdfasdfdasfa,2025-09-24T22:48:43Z
UgwMUXoaDRjdUpmZsup4AaABAg,"포인트 좀 알거 같다. 내가 하고 싶은 말이나 예상했던 상황이 아니면 ""난 상관없는데"" ""왜 물어봄?"" 같은 반응",1,@BKHong-b3c,2025-09-24T12:40:33Z
UgysFUbUq1bJGCv9KNx4AaABAg,진짜루..ㅋㅋ얼마전 박람회가서 무슨 이벤트참여하는데 손님이 뭐물어보는데  20대알바들 3명이나있었는데 셋다 멀뚱멀뚱ㅋㅋㅋㅋㅋ결국 옆에뒤에있던 다른손님들이 알려주고 손님들끼리 고맙다그러고 알바들은 옆에서 구경만하다 참가종이만 나눠주더라ㅋㅋㅋ질문하면 대답안하거나 되려진상취급하고 요즘은 직원들이갑임~손님이 눈치보고 기어다님ㅋㅋ,1,@ygstwjar6532,2025-09-24T04:30:44Z
Ugx178Iq-WXxCEB3B_B4AaABAg,이해주면 안됩니다. 그게 문제예요.,3,@lewisp-j2p,2025-09-24T01:28:00Z
UgzVFy1QE7n-BF6_uBp4AaABAg,"시간, 장소, 상황, 상대에 따른 상호관계에 대한 인식이 전혀 없다는 말임 = '사회성 결여'와 동의어",0,@laniakea1575,2025-09-23T23:57:42Z
Ugyz7dOKQyFlLkCBFWF4AaABAg,안맞아서 그럼,0,@series-b5l,2025-09-23T23:50:29Z
UgwK5gCouazGoygxysB4AaABAg,Sns에선 말 ㅈㄴ많음 ㅋㅋ,1,@doublej1111,2025-09-23T22:47:26Z
Ugy3867xR-oHXakHqfV4AaABAg,코로나를 겪어서 더 이러는거 같음,1,@Lynus80,2025-09-23T22:34:56Z
UgynHDccQPpmUHsg0eh4AaABAg,얼마전 관봉권 띠지 청문회에서 비슷한 사례를 본듯 한데..,0,@deal009,2025-09-23T18:50:27Z
UgzZC-HspI-iUeiUUJV4AaABAg,z세대가 아니라 100년 전부터 그랬는데 이제 발견되는거 아닐까 예상치 못 한 질문 받았을 때 대답을 못 하는건 나이 불문 똑같은거고,0,@HappyCounsler,2025-09-23T17:32:00Z
UgynTlce3gS4xT598fZ4AaABAg,대답은 해라,2,@여니여니-c7g,2025-09-23T14:01:21Z
UgzejyzYcPuoSwFq_tZ4AaABAg,우리 반 학생 중 저런 아이들이 2명정도 있는데...좀 기분 나쁠 정도로...결국 저런 아이인가보다 하고 이해하고 넘어가는데..애가 크면 어떻게 될까? 하고 걱정했습니다. 그런데 사회적 현상이군요..문제는 이 학생은 4학년인데...sns로 그렇게 대화를 많이 할까요?? 항상 이렇진 않고 사람 대화할 때 버퍼링이 좀 많이 걸립니다. 아니면 자기 맘대로 하고 싶을때..,0,@inyeobbaek3658,2025-09-23T12:21:26Z
UgxFIQIrclT4pQm19Bl4AaABAg,카페 알바생한테 당해본적 있음.. 황당 ㅋㅋㅋㅋㅋㅋ,1,@esperanza3317,2025-09-23T10:49:07Z
UgxSsCC4JN33cMoTm8R4AaABAg,난가;;; 40댄데,0,@ganpanx,2025-09-23T09:10:37Z
Ugzx4F76io79-AYmYJp4AaABAg,ㅋㅋㅋㅋ 웃기고있네ㅋㅋ,0,@제이제이1,2025-09-23T08:58:35Z
UgzIX2f-go6n9pDkGLZ4AaABAg,그냥 세대들끼리 살면 되겠네.. 갈등 없이.,0,@meredith_yun,2025-09-23T08:33:36Z
Ugzk5LXwU4NFstFU9tl4AaABAg,그러니까 요약하면 병세대의 병짓이란 뜻?,1,@Nameless_Order,2025-09-23T05:49:51Z
UgzihOyW-T4e_F6UxyN4AaABAg,뭔가 질문이나 대화거리를 던지면 어.... 라던지 음..... 이라던지 다음말을 생각하거나 대화에 참여하고 있다는 티를 내야하는데 자기 생각이 정해질때까지 아무 대꾸도 말도 표현도 안하고 멀뚱멀뚱있음,12,@오늘의감상,2025-09-23T05:25:35Z
UgxwBHPqMhxh2lJcjgN4AaABAg,남초회사 다니는데 정확하다. 큰 교육을 주면 개선됨,3,@성이름-m1d6y,2025-09-23T03:54:46Z
UgylHzUvy5SklP88wx94AaABAg,NPC 말에 대답할 필요 없잖아 ㅋㅋㅋ,0,@kkndd77,2025-09-23T00:36:10Z
Ugz9JJk4ClxkmHNSsRh4AaABAg,학생들이 옆자리에서 자기 험담을 해서 열받아서 너 뭐야(순화)라고 했더니 말걸줄 몰랐다고  했다는게 저런 이유군요 사람을 그냥 NPC수준으로 인식하는듯,19,@카푸치노-e3k,2025-09-22T21:02:09Z
UgwEV4PjPWHjoMtMwel4AaABAg,"사실 초기 온라인 문화나, SNS 문화가 세대간 세계간의 실시간 소통이라고 혁신이라고 했는데 그게 전화, 편지가 있던 시대에서 바로바로 응답하는건 진짜 혁신과 새로운 문화충격, 그냥 새로운 세계였었는데,  사실 요즘 세대에서는 태어나자마자 sns나 dm이든 뭐든 실시간 소통이고 떠나서 상대방과 카톡을 하든 DM을 해도  손으로 말하므로 그때의 내 감정과 목소리, 표정 등등 을 들키지 않을 수가 있는데, 그리고 그게 바로 응대하기 싫으면 읽씹, 안읽씹이 가능했는데, 되려 눈앞에 사람과의 실시간 대면과 대화는 그 답장간의 필터링의 시간과 표정도 숨김없는 ㄹㅇ 실시간이라서, 저렇게 말하는 세대들에게는 실시간 대면 대화가 진짜 더욱 혁신이고, 더욱 적응안되는 문화일 수도 있음.   가장 중요한게 내가 진짜 그렇게 대하는건 나의 세대 나의 친구들인데 다른 세대, 낯선 이들과의 대화는 얘네한테는 신세계일수도 있다는거임.  부모, 형제, 친구가 얼굴 맟대는게 다인 세상에서 처음보는 사람과 대화를 한다? 근데 그걸 바로바로 듣자마자 대화를 해야한다??  그게 이친구들한테는 진짜 우리가 인터넷 열린 그세상보다 더 충격일지도 모름...",3,@soosia716,2025-09-22T16:45:44Z
Ugw5WGSnqGr78XBgkbl4AaABAg,리얼임,1,@KillLeezzaoming,2025-09-22T13:56:09Z
UgwPdVu3kGpgJmFWrU14AaABAg,코로나때문인가?,0,@tv-yk5wc,2025-09-22T09:57:17Z
UgxhNJNP-wDQ2FtVx7h4AaABAg,😢에휴,2,@tv-yk5wc,2025-09-22T09:56:27Z
Ugyr04AYzATAYm1wsDF4AaABAg,일같은거 가르쳐주면 이해를 했는지 못했는지 대답을 해줘야되는데 눈알만 굴림 그래서 자꾸 이해했냐 되묻게됨 그러다 언성 높아지는경우도 부지기수 사람 인내심 테스트하는것도 아니고,0,@이영민-l2s,2025-09-22T08:41:24Z
UgzNOSTfDB3KHymZLBN4AaABAg,AI가 지배하기? 좋은 인간들이 양산되는건가?,0,@Paradox_solution,2025-09-22T07:51:17Z
UgxXBj-czYrNiItCvBZ4AaABAg,사람들이 잘 인지하지 못하는 세대특성을 왜 만드는 거냐? 이거 보고 따라하는 애들 있을까? 이 채널이 그 정도 영향력은 없지 뭐,1,@tory-Big,2025-09-22T07:24:05Z
UgzdM8_sf0C6-LrTQ3h4AaABAg,ㅋㅋㅋㅋㅋ 미래에 일할때 서로 npc 취급하면서 30분 동안 서로 말안하고 처다보기만 할거 생각하니까 웃기네 ㅋㅋㅋㅋ,1,@우이야라고우,2025-09-22T06:46:28Z
UgzLlnvyB6IaWjZvXvd4AaABAg,좀비같아서 Z세대? ㅋㅋㅋ,0,@RRTS2556,2025-09-22T03:01:49Z
